file wavefunction spin orbital
ethene-WFN_00006_1-1_0.cube 6 1 HOMO0
ethene-WFN_00006_1-1_1.cube 6 1 HOMO0
ethene-WFN_00006_1-1_2.cube 6 1 HOMO0
ethene-WFN_00006_1-1_3.cube 6 1 HOMO0
ethene-WFN_00006_1-1_4.cube 6 1 HOMO0
ethene-WFN_00006_1-1_l.cube 6 1 HOMO0
ethene-WFN_00007_1-1_0.cube 7 1 LUMO0
ethene-WFN_00007_1-1_1.cube 7 1 LUMO0
ethene-WFN_00007_1-1_2.cube 7 1 LUMO0
ethene-WFN_00007_1-1_3.cube 7 1 LUMO0
ethene-WFN_00007_1-1_4.cube 7 1 LUMO0
ethene-WFN_00007_1-1_l.cube 7 1 LUMO0
